
  Computed solution coefficients:

  Node    X(I)        U(X(I))
       234  0.002925        0.000000
       235  0.002938        0.000000
       236  0.002950       -0.000000
       237  0.002962        0.000000
       238  0.002975        0.000000
       239  0.002988       -0.000000
       240  0.003000       -0.000000
       241  0.003012        0.000000
       242  0.003025        0.000000
       243  0.003037       -0.000000
       244  0.003050       -0.000000
       245  0.003063        0.000000
       246  0.003075        0.000000
       247  0.003087       -0.000000
       248  0.003100        0.000000
       249  0.003112        0.000000
       250  0.003125       -0.000000
       251  0.003138       -0.000000
       252  0.003150        0.000000
       253  0.003162        0.000000
       254  0.003175       -0.000000
       255  0.003187       -0.000000
       256  0.003200        0.000000
       257  0.003213        0.000000
       258  0.003225       -0.000000
       259  0.003237       -0.000000
       260  0.003250        0.000000
       261  0.003263       -0.000000
       262  0.003275       -0.000000
       263  0.003288        0.000000
       264  0.003300        0.000000
       265  0.003312       -0.000000
       266  0.003325       -0.000000
       267  0.003338        0.000000
       268  0.003350        0.000000
       269  0.003363       -0.000000
       270  0.003375       -0.000000
       271  0.003387        0.000000
       272  0.003400       -0.000000
       273  0.003413       -0.000000
       274  0.003425        0.000000
       275  0.003438        0.000000
       276  0.003450       -0.000000
       277  0.003462       -0.000000
       278  0.003475        0.000000
       279  0.003488        0.000000
       280  0.003500       -0.000000
       281  0.003512       -0.000000
       282  0.003525        0.000000
       283  0.003537        0.000000
       284  0.003550       -0.000000
       285  0.003563        0.000000
       286  0.003575        0.000000
       287  0.003587       -0.000000
       288  0.003600       -0.000000
       289  0.003612        0.000000
       290  0.003625        0.000000
       291  0.003638       -0.000000
       292  0.003650       -0.000000
       293  0.003662        0.000000
       294  0.003675        0.000000
       295  0.003687       -0.000000
       296  0.003700        0.000000
       297  0.003713        0.000000
       298  0.003725       -0.000000
       299  0.003737       -0.000000
       300  0.003750        0.000000
       301  0.003762        0.000000
       302  0.003775       -0.000000
       303  0.003788       -0.000000
       304  0.003800        0.000000
       305  0.003812        0.000000
       306  0.003825       -0.000000
       307  0.003838        0.000000
       308  0.003850        0.000000
       309  0.003863       -0.000000
       310  0.003875       -0.000000
       311  0.003887        0.000000
       312  0.003900        0.000000
       313  0.003913       -0.000000
       314  0.003925       -0.000000
       315  0.003938        0.000000
       316  0.003950        0.000000
       317  0.003962       -0.000000
       318  0.003975       -0.000000
       319  0.003987        0.000000
       320  0.004000       -0.000000
       321  0.004012       -0.000000
       322  0.004025        0.000000
       323  0.004038        0.000000
       324  0.004050       -0.000000
       325  0.004063       -0.000000
       326  0.004075        0.000000
       327  0.004087        0.000000
       328  0.004100       -0.000000
       329  0.004112       -0.000000
       330  0.004125        0.000000
       331  0.004137       -0.000000
       332  0.004150       -0.000000
       333  0.004163        0.000000
       334  0.004175        0.000000
       335  0.004188       -0.000000
       336  0.004200       -0.000000
       337  0.004213        0.000000
       338  0.004225        0.000000
       339  0.004237       -0.000000
       340  0.004250       -0.000000
       341  0.004262        0.000000
       342  0.004275        0.000000
       343  0.004287       -0.000000
       344  0.004300        0.000000
       345  0.004313        0.000000
       346  0.004325       -0.000000
       347  0.004338       -0.000000
       348  0.004350        0.000000
       349  0.004363        0.000000
       350  0.004375       -0.000000
       351  0.004387       -0.000000
       352  0.004400        0.000000
       353  0.004412        0.000000
       354  0.004425       -0.000000
       355  0.004437        0.000000
       356  0.004450        0.000000
       357  0.004463       -0.000000
       358  0.004475       -0.000000
       359  0.004488        0.000000
       360  0.004500        0.000000
       361  0.004513       -0.000000
       362  0.004525       -0.000000
       363  0.004537        0.000000
       364  0.004550        0.000000
       365  0.004562       -0.000000
       366  0.004575        0.000000
       367  0.004588        0.000000
       368  0.004600       -0.000000
       369  0.004613       -0.000000
       370  0.004625        0.000000
       371  0.004638        0.000000
       372  0.004650       -0.000000
       373  0.004662       -0.000000
       374  0.004675        0.000000
       375  0.004687        0.000000
       376  0.004700       -0.000000
       377  0.004712       -0.000000
       378  0.004725        0.000000
       379  0.004738       -0.000000
       380  0.004750       -0.000000
       381  0.004763        0.000000
       382  0.004775        0.000000
       383  0.004788       -0.000000
       384  0.004800       -0.000000
       385  0.004812        0.000000
       386  0.004825        0.000000
       387  0.004837       -0.000000
       388  0.004850       -0.000000
       389  0.004862        0.000000
       390  0.004875       -0.000000
       391  0.004888       -0.000000
       392  0.004900        0.000000
       393  0.004913        0.000000
       394  0.004925       -0.000000
       395  0.004938       -0.000000
       396  0.004950        0.000000
       397  0.004962        0.000000
       398  0.004975       -0.000000
       399  0.004987       -0.000000
       400  0.005000        0.000000
       401  0.005012        0.000000
       402  0.005025       -0.000000
       403  0.005038        0.000000
       404  0.005050        0.000000
       405  0.005063       -0.000000
       406  0.005075       -0.000000
       407  0.005088        0.000000
       408  0.005100        0.000000
       409  0.005112       -0.000000
       410  0.005125       -0.000000
       411  0.005137        0.000000
       412  0.005150        0.000000
       413  0.005163       -0.000000
       414  0.005175        0.000000
       415  0.005188        0.000000
       416  0.005200       -0.000000
       417  0.005213       -0.000000
       418  0.005225        0.000000
       419  0.005237        0.000000
       420  0.005250       -0.000000
       421  0.005262       -0.000000
       422  0.005275        0.000000
       423  0.005287        0.000000
       424  0.005300       -0.000000
       425  0.005313        0.000000
       426  0.005325        0.000000
       427  0.005338       -0.000000
       428  0.005350       -0.000000
       429  0.005363        0.000000
       430  0.005375        0.000000
       431  0.005387       -0.000000
       432  0.005400       -0.000000
       433  0.005412        0.000000
       434  0.005425        0.000000
       435  0.005437       -0.000000
       436  0.005450       -0.000000
       437  0.005463        0.000000
       438  0.005475       -0.000000
       439  0.005488       -0.000000
       440  0.005500        0.000000
       441  0.005513        0.000000
       442  0.005525       -0.000000
       443  0.005537       -0.000000
       444  0.005550        0.000000
       445  0.005562        0.000000
       446  0.005575       -0.000000
       447  0.005587       -0.000000
       448  0.005600        0.000000
       449  0.005613       -0.000000
       450  0.005625       -0.000000
       451  0.005638        0.000000
       452  0.005650        0.000000
       453  0.005662       -0.000000
       454  0.005675       -0.000000
       455  0.005687        0.000000
       456  0.005700        0.000000
       457  0.005712       -0.000000
       458  0.005725       -0.000000
       459  0.005738        0.000000
       460  0.005750       -0.000000
       461  0.005763       -0.000000
       462  0.005775        0.000000
       463  0.005788        0.000000
       464  0.005800       -0.000000
       465  0.005812       -0.000000
       466  0.005825        0.000000
       467  0.005837        0.000000
       468  0.005850       -0.000000
       469  0.005862       -0.000000
       470  0.005875        0.000000
       471  0.005888        0.000000
       472  0.005900       -0.000000
       473  0.005913        0.000000
       474  0.005925        0.000000
       475  0.005938       -0.000000
       476  0.005950       -0.000000
       477  0.005962        0.000000
       478  0.005975        0.000000
       479  0.005987       -0.000000
       480  0.006000       -0.000000
       481  0.006012        0.000000
       482  0.006025        0.000000
       483  0.006038       -0.000000
       484  0.006050        0.000000
       485  0.006063        0.000000
       486  0.006075       -0.000000
       487  0.006088       -0.000000
       488  0.006100        0.000000
       489  0.006112        0.000000
       490  0.006125       -0.000000
       491  0.006137       -0.000000
       492  0.006150        0.000000
       493  0.006162        0.000000
       494  0.006175       -0.000000
       495  0.006188       -0.000000
       496  0.006200        0.000000
       497  0.006213       -0.000000
       498  0.006225       -0.000000
       499  0.006237        0.000000
       500  0.006250        0.000000
       501  0.006262       -0.000000
       502  0.006275       -0.000000
       503  0.006287        0.000000
       504  0.006300        0.000000
       505  0.006313       -0.000000
       506  0.006325       -0.000000
       507  0.006338        0.000000
       508  0.006350       -0.000000
       509  0.006363       -0.000000
       510  0.006375        0.000000
       511  0.006387        0.000000
       512  0.006400       -0.000000
       513  0.006412       -0.000000
       514  0.006425        0.000000
       515  0.006437        0.000000
       516  0.006450       -0.000000
       517  0.006463       -0.000000
       518  0.006475        0.000000
       519  0.006488       -0.000000
       520  0.006500       -0.000000
       521  0.006513        0.000000
       522  0.006525        0.000000
       523  0.006537       -0.000000
       524  0.006550       -0.000000
       525  0.006562        0.000000
       526  0.006575        0.000000
       527  0.006587       -0.000000
       528  0.006600       -0.000000
       529  0.006613        0.000000
       530  0.006625        0.000000
       531  0.006638       -0.000000
       532  0.006650        0.000000
       533  0.006663        0.000000
       534  0.006675       -0.000000
       535  0.006687       -0.000000
       536  0.006700        0.000000
       537  0.006712        0.000000
       538  0.006725       -0.000000
       539  0.006738       -0.000000
       540  0.006750        0.000000
       541  0.006763        0.000000
       542  0.006775       -0.000000
       543  0.006788        0.000000
       544  0.006800        0.000000
       545  0.006812       -0.000000
       546  0.006825       -0.000000
       547  0.006837        0.000000
       548  0.006850        0.000000
       549  0.006862       -0.000000
       550  0.006875       -0.000000
       551  0.006888        0.000000
       552  0.006900        0.000000
       553  0.006913       -0.000000
       554  0.006925       -0.000000
       555  0.006938        0.000000
       556  0.006950       -0.000000
       557  0.006962       -0.000000
       558  0.006975        0.000000
       559  0.006987        0.000000
       560  0.007000       -0.000000
       561  0.007012       -0.000000
       562  0.007025        0.000000
       563  0.007038        0.000000
       564  0.007050       -0.000000
       565  0.007063       -0.000000
       566  0.007075        0.000000
       567  0.007088       -0.000000
       568  0.007100       -0.000000
       569  0.007112        0.000000
       570  0.007125        0.000000
       571  0.007137       -0.000000
       572  0.007150       -0.000000
       573  0.007162        0.000000
       574  0.007175        0.000000
       575  0.007188       -0.000000
       576  0.007200       -0.000000
       577  0.007213        0.000000
       578  0.007225       -0.000000
       579  0.007238       -0.000000
       580  0.007250        0.000000
       581  0.007262        0.000000
       582  0.007275       -0.000000
       583  0.007287       -0.000000
       584  0.007300        0.000000
       585  0.007313        0.000000
       586  0.007325       -0.000000
       587  0.007338       -0.000000
       588  0.007350        0.000000
       589  0.007363        0.000000
       590  0.007375       -0.000000
       591  0.007387        0.000000
       592  0.007400        0.000000
       593  0.007412       -0.000000
       594  0.007425       -0.000000
       595  0.007437        0.000000
       596  0.007450        0.000000
       597  0.007463       -0.000000
       598  0.007475       -0.000000
       599  0.007488        0.000000
       600  0.007500        0.000000
       601  0.007513       -0.000000
       602  0.007525        0.000000
       603  0.007537        0.000000
       604  0.007550       -0.000000
       605  0.007562       -0.000000
       606  0.007575        0.000000
       607  0.007587        0.000000
       608  0.007600       -0.000000
       609  0.007613       -0.000000
       610  0.007625        0.000000
       611  0.007638        0.000000
       612  0.007650       -0.000000
       613  0.007663       -0.000000
       614  0.007675        0.000000
       615  0.007687       -0.000000
       616  0.007700       -0.000000
       617  0.007712        0.000000
       618  0.007725        0.000000
       619  0.007737       -0.000000
       620  0.007750       -0.000000
       621  0.007763        0.000000
       622  0.007775        0.000000
       623  0.007788       -0.000000
       624  0.007800       -0.000000
       625  0.007812        0.000000
       626  0.007825       -0.000000
       627  0.007838       -0.000000
       628  0.007850        0.000000
       629  0.007862        0.000000
       630  0.007875       -0.000000
       631  0.007888       -0.000000
       632  0.007900        0.000000
       633  0.007912        0.000000
       634  0.007925       -0.000000
       635  0.007938       -0.000000
       636  0.007950        0.000000
       637  0.007963       -0.000000
       638  0.007975       -0.000000
       639  0.007987        0.000000
       640  0.008000        0.000000
       641  0.008013       -0.000000
       642  0.008025       -0.000000
       643  0.008037        0.000000
       644  0.008050        0.000000
       645  0.008063       -0.000000
       646  0.008075       -0.000000
       647  0.008087        0.000000
       648  0.008100        0.000000
       649  0.008112       -0.000000
       650  0.008125        0.000000
       651  0.008138        0.000000
       652  0.008150       -0.000000
       653  0.008162       -0.000000
       654  0.008175        0.000000
       655  0.008188        0.000000
       656  0.008200       -0.000000
       657  0.008212       -0.000000
       658  0.008225        0.000000
       659  0.008238        0.000000
       660  0.008250       -0.000000
       661  0.008263        0.000000
       662  0.008275        0.000000
       663  0.008287       -0.000000
       664  0.008300       -0.000000
       665  0.008313        0.000000
       666  0.008325        0.000000
       667  0.008337       -0.000000
       668  0.008350       -0.000000
       669  0.008363        0.000000
       670  0.008375        0.000000
       671  0.008388       -0.000000
       672  0.008400       -0.000000
       673  0.008412        0.000000
       674  0.008425       -0.000000
       675  0.008438       -0.000000
       676  0.008450        0.000000
       677  0.008462        0.000000
       678  0.008475       -0.000000
       679  0.008488       -0.000000
       680  0.008500        0.000000
       681  0.008512        0.000000
       682  0.008525       -0.000000
       683  0.008537       -0.000000
       684  0.008550        0.000000
       685  0.008563       -0.000000
       686  0.008575       -0.000000
       687  0.008587        0.000000
       688  0.008600        0.000000
       689  0.008613       -0.000000
       690  0.008625       -0.000000
       691  0.008637        0.000000
       692  0.008650        0.000000
       693  0.008663       -0.000000
       694  0.008675       -0.000000
       695  0.008688        0.000000
       696  0.008700       -0.000000
       697  0.008712       -0.000000
       698  0.008725        0.000000
       699  0.008738        0.000000
       700  0.008750       -0.000000
       701  0.008762       -0.000000
       702  0.008775        0.000000
       703  0.008788        0.000000
       704  0.008800       -0.000000
       705  0.008812       -0.000000
       706  0.008825        0.000000
       707  0.008837        0.000000
       708  0.008850       -0.000000
       709  0.008863        0.000000
       710  0.008875        0.000000
       711  0.008887       -0.000000
       712  0.008900       -0.000000
       713  0.008913        0.000000
       714  0.008925        0.000000
       715  0.008937       -0.000000
       716  0.008950       -0.000000
       717  0.008962        0.000000
       718  0.008975        0.000000
       719  0.008988       -0.000000
       720  0.009000        0.000000
       721  0.009012        0.000000
       722  0.009025       -0.000000
       723  0.009038       -0.000000
       724  0.009050        0.000000
       725  0.009062        0.000000
       726  0.009075       -0.000000
       727  0.009088       -0.000000
       728  0.009100        0.000000
       729  0.009113        0.000000
       730  0.009125       -0.000000
       731  0.009137       -0.000000
       732  0.009150        0.000000
       733  0.009163       -0.000000
       734  0.009175       -0.000000
       735  0.009187        0.000000
       736  0.009200        0.000000
       737  0.009213       -0.000000
       738  0.009225       -0.000000
       739  0.009237        0.000000
       740  0.009250        0.000000
       741  0.009262       -0.000000
       742  0.009275       -0.000000
       743  0.009288        0.000000
       744  0.009300       -0.000000
       745  0.009312       -0.000000
       746  0.009325        0.000000
       747  0.009338        0.000000
       748  0.009350       -0.000000
       749  0.009362       -0.000000
       750  0.009375        0.000000
       751  0.009388        0.000000
       752  0.009400       -0.000000
       753  0.009413       -0.000000
       754  0.009425        0.000000
       755  0.009437       -0.000000
       756  0.009450       -0.000000
       757  0.009463        0.000000
       758  0.009475        0.000000
       759  0.009487       -0.000000
       760  0.009500       -0.000000
       761  0.009513        0.000000
       762  0.009525        0.000000
       763  0.009538       -0.000000
       764  0.009550       -0.000000
       765  0.009562        0.000000
       766  0.009575        0.000000
       767  0.009588       -0.000000
       768  0.009600        0.000000
       769  0.009612        0.000000
       770  0.009625       -0.000000
       771  0.009638       -0.000000
       772  0.009650        0.000000
       773  0.009662        0.000000
       774  0.009675       -0.000000
       775  0.009687       -0.000000
       776  0.009700        0.000000
       777  0.009713        0.000000
       778  0.009725       -0.000000
       779  0.009737        0.000000
       780  0.009750        0.000000
       781  0.009763       -0.000000
       782  0.009775       -0.000000
       783  0.009787        0.000000
       784  0.009800        0.000000
       785  0.009813       -0.000000
       786  0.009825       -0.000000
       787  0.009838        0.000000
       788  0.009850        0.000000
       789  0.009862       -0.000000
       790  0.009875       -0.000000
       791  0.009888        0.000000
       792  0.009900       -0.000000
       793  0.009912       -0.000000
       794  0.009925        0.000000
       795  0.009938        0.000000
       796  0.009950       -0.000000
       797  0.009962       -0.000000
       798  0.009975        0.000000
       799  0.009987        0.000000
       800  0.010000       -0.000000
       801  0.010013       -0.000000
       802  0.010025        0.000000
       803  0.010037       -0.000000
       804  0.010050       -0.000000
       805  0.010063        0.000000
       806  0.010075        0.000000
       807  0.010087       -0.000000
       808  0.010100       -0.000000
       809  0.010112        0.000000
       810  0.010125        0.000000
       811  0.010138       -0.000000
       812  0.010150       -0.000000
       813  0.010162        0.000000
       814  0.010175       -0.000000
       815  0.010188       -0.000000
       816  0.010200        0.000000
       817  0.010212        0.000000
       818  0.010225       -0.000000
       819  0.010238       -0.000000
       820  0.010250        0.000000
       821  0.010263        0.000000
       822  0.010275       -0.000000
       823  0.010287       -0.000000
       824  0.010300        0.000000
       825  0.010313        0.000000
       826  0.010325       -0.000000
       827  0.010337        0.000000
       828  0.010350        0.000000
       829  0.010363       -0.000000
       830  0.010375       -0.000000
       831  0.010387        0.000000
       832  0.010400        0.000000
       833  0.010412       -0.000000
       834  0.010425       -0.000000
       835  0.010438        0.000000
       836  0.010450        0.000000
       837  0.010462       -0.000000
       838  0.010475        0.000000
       839  0.010488        0.000000
       840  0.010500       -0.000000
       841  0.010512       -0.000000
       842  0.010525        0.000000
       843  0.010537        0.000000
       844  0.010550       -0.000000
       845  0.010563       -0.000000
       846  0.010575        0.000000
       847  0.010587        0.000000
       848  0.010600       -0.000000
       849  0.010613        0.000000
       850  0.010625        0.000000
       851  0.010637       -0.000000
       852  0.010650       -0.000000
       853  0.010663        0.000000
       854  0.010675        0.000000
       855  0.010688       -0.000000
       856  0.010700       -0.000000
       857  0.010712        0.000000
       858  0.010725        0.000000
       859  0.010738       -0.000000
       860  0.010750       -0.000000
       861  0.010762        0.000000
       862  0.010775       -0.000000
       863  0.010788       -0.000000
       864  0.010800        0.000000
       865  0.010812        0.000000
       866  0.010825       -0.000000
       867  0.010837       -0.000000
       868  0.010850        0.000000
       869  0.010863        0.000000
       870  0.010875       -0.000000
       871  0.010887       -0.000000
       872  0.010900        0.000000
       873  0.010913       -0.000000
       874  0.010925       -0.000000
       875  0.010937        0.000000
       876  0.010950        0.000000
       877  0.010963       -0.000000
       878  0.010975       -0.000000
       879  0.010988        0.000000
       880  0.011000        0.000000
       881  0.011012       -0.000000
       882  0.011025       -0.000000
       883  0.011038        0.000000
       884  0.011050        0.000000
       885  0.011062       -0.000000
       886  0.011075        0.000000
       887  0.011088        0.000000
       888  0.011100       -0.000000
       889  0.011113       -0.000000
       890  0.011125        0.000000
       891  0.011137        0.000000
       892  0.011150       -0.000000
       893  0.011163       -0.000000
       894  0.011175        0.000000
       895  0.011187        0.000000
       896  0.011200       -0.000000
       897  0.011213        0.000000
       898  0.011225        0.000000
       899  0.011237       -0.000000
       900  0.011250       -0.000000
       901  0.011262        0.000000
       902  0.011275        0.000000
       903  0.011288       -0.000000
       904  0.011300       -0.000000
       905  0.011312        0.000000
       906  0.011325        0.000000
       907  0.011338       -0.000000
       908  0.011350        0.000000
       909  0.011362        0.000000
       910  0.011375       -0.000000
       911  0.011388       -0.000000
       912  0.011400        0.000000
       913  0.011413        0.000000
       914  0.011425       -0.000000
       915  0.011437       -0.000000
       916  0.011450        0.000000
       917  0.011463        0.000000
       918  0.011475       -0.000000
       919  0.011487       -0.000000
       920  0.011500        0.000000
       921  0.011513       -0.000000
       922  0.011525       -0.000000
       923  0.011537        0.000000
       924  0.011550        0.000000
       925  0.011562       -0.000000
       926  0.011575       -0.000000
       927  0.011588        0.000000
       928  0.011600        0.000000
       929  0.011612       -0.000000
       930  0.011625       -0.000000
       931  0.011638        0.000000
       932  0.011650       -0.000000
       933  0.011662       -0.000000
       934  0.011675        0.000000
       935  0.011687        0.000000
       936  0.011700       -0.000000
       937  0.011713       -0.000000
       938  0.011725        0.000000
       939  0.011737        0.000000
       940  0.011750       -0.000000
       941  0.011763       -0.000000
       942  0.011775        0.000000
       943  0.011787        0.000000
       944  0.011800       -0.000000
       945  0.011813        0.000000
       946  0.011825        0.000000
       947  0.011838       -0.000000
       948  0.011850       -0.000000
       949  0.011862        0.000000
       950  0.011875        0.000000
       951  0.011888       -0.000000
       952  0.011900       -0.000000
       953  0.011912        0.000000
       954  0.011925        0.000000
       955  0.011938       -0.000000
       956  0.011950        0.000000
       957  0.011962        0.000000
       958  0.011975       -0.000000
       959  0.011987       -0.000000
       960  0.012000        0.000000
       961  0.012013        0.000000
       962  0.012025       -0.000000
       963  0.012037       -0.000000
       964  0.012050        0.000000
       965  0.012063        0.000000
       966  0.012075       -0.000000
       967  0.012087        0.000000
       968  0.012100        0.000000
       969  0.012113       -0.000000
       970  0.012125       -0.000000
       971  0.012138        0.000000
       972  0.012150        0.000000
       973  0.012162       -0.000000
       974  0.012175       -0.000000
       975  0.012188        0.000000
       976  0.012200        0.000000
       977  0.012212       -0.000000
       978  0.012225       -0.000000
       979  0.012238        0.000000
       980  0.012250       -0.000000
       981  0.012263       -0.000000
       982  0.012275        0.000000
       983  0.012287        0.000000
       984  0.012300       -0.000000
       985  0.012313       -0.000000
       986  0.012325        0.000000
       987  0.012337        0.000000
       988  0.012350       -0.000000
       989  0.012363       -0.000000
       990  0.012375        0.000000
       991  0.012387       -0.000000
       992  0.012400       -0.000000
       993  0.012412        0.000000
       994  0.012425        0.000000
       995  0.012438       -0.000000
       996  0.012450       -0.000000
       997  0.012462        0.000000
       998  0.012475        0.000000
       999  0.012488       -0.000000
      1000  0.012500       -0.000000
      1001  0.012512        0.000000
      1002  0.012525        0.000000
      1003  0.012538       -0.000000
      1004  0.012550        0.000000
      1005  0.012563        0.000000
      1006  0.012575       -0.000000
      1007  0.012587       -0.000000
      1008  0.012600        0.000000
      1009  0.012613        0.000000
      1010  0.012625       -0.000000
      1011  0.012637       -0.000000
      1012  0.012650        0.000000
      1013  0.012663        0.000000
      1014  0.012675       -0.000000
      1015  0.012688        0.000000
      1016  0.012700        0.000000
      1017  0.012712       -0.000000
      1018  0.012725       -0.000000
      1019  0.012738        0.000000
      1020  0.012750        0.000000
      1021  0.012762       -0.000000
      1022  0.012775       -0.000000
      1023  0.012788        0.000000
      1024  0.012800        0.000000
      1025  0.012812       -0.000000
      1026  0.012825        0.000000
      1027  0.012837        0.000000
      1028  0.012850       -0.000000
      1029  0.012863       -0.000000
